pin d  ch rank
lai 6  厲 1829
lai 6  荔 3075
lai 6  礪 4369
lai 6  儷 4961
lai 6  蠣 5014
lai 6  糲 5475
lai 6  癘 5954
lai 6  捩 6679
lac 6  勒 1271
lac 6  肋 3150
lac 6  鰳 6571
lac 6  仂 6584
lum 2  諗 7344
lum 3  冧 7343
lum 4  林 0373
lum 4  臨 0953
lum 4  淋 2102
lum 4  琳 2915
lum 4  霖 3002
lum 4  痳 5626
lum 5  凜 3572
lum 5  檁 5142
lum 5  廩 5218
lum 5  懍 5572
lum 5  壈 6616
lup    粒 0837
lup    凹 2367
lup    笠 4122
lup 6  立 0177
lat    甩 2629
lau    溜 2061
lau    摟 3521
lau    嘍 4049
lau 4  流 0214
lau 4  留 0656
lau 4  劉 0799
lau 4  硫 0815
lau 4  樓 1107
lau 4  餾 1731
lau 4  瘤 2599
lau 4  榴 2866
lau 4  飀 3208
lau 4  琉 3626
lau 4  瀏 3967
lau 4  婁 4261
lau 4  僂 4636
lau 4  耬 5169
lau 4  螻 5261
lau 4  遛 5270
lau 4  髏 5529
lau 4  蹓 5674
lau 4  鎦 5686
lau 4  旒 5900
lau 4  蔞 6211
lau 4  鎏 6262
lau 4  漊 6738
lau 4  鏐 6997
lau 4  騮 7318
lau 5  柳 1597
lau 5  縷 2947
lau 5  簍 3889
lau 5  褸 4872
lau 5  綹 4933
lau 6  漏 1677
lau 6  陋 3121
lau 6  鏤 4950
lau 6  瘺 6173
lau 6  霤 7317
le     咧 3211
lei    哩 1817
lei    喱 4761
lei    鬁 7036
lei 4  離 0339
lei 4  璃 1252
lei 4  厘 1279
lei 4  梨 2671
lei 4  漓 3251
lei 4  籬 3745
lei 4  狸 4178
lei 4  梩 4984
lei 4  篱 5076
lei 4  驪 5282
lei 4  鱺 5532
lei 4  嫠 5561
lei 4  獼 6420
lei 4  罹 6852
lei 4  蜊 6916
lei 4  鸝 7064
lei 4  貍 7324
lei 4  釐 7325
lei 5  理 0081
lei 5  裏 0129
lei 5  李 0535
lei 5  履 2163
lei 5  鯉 2703
lei 5  鋰 3285
lei 5  浬 3566
lei 5  俚 4818
lei 5  娌 4975
lei 5  邐 6518
lei 6  利 0149
lei 6  吏 1736
lei 6  莉 3010
lei 6  痢 3427
lei 6  俐 4291
lei 6  蒞 5086
lei 6  猁 5939
lei 6  詈 6225
lei 6  脷 7323
lec    叻 5548
lec 6  壢 7329
leg 3  靚 5386
leg 4  鯪 4388
leg 5  嶺 1688
lui 3  櫚 4406
lui 4  雷 0930
lui 4  蕾 3076
lui 4  驢 3175
lui 4  鐳 3750
lui 4  擂 4037
lui 4  纍 4186
lui 4  閭 4544
lui 4  羸 5793
lui 4  儽 5867
lui 4  嫘 6330
lui 4  縲 6454
lui 4  罍 6849
lui 5  裡 0628
lui 5  里 0640
lui 5  旅 1287
lui 5  鋁 1426
lui 5  呂 2308
lui 5  屢 2634
lui 5  壘 2658
lui 5  儡 3229
lui 5  侶 3385
lui 5  磊 3944
lui 5  膂 4677
lui 5  漯 5237
lui 5  礧 5784
lui 5  穭 5963
lui 6  類 0337
lui 6  慮 1044
lui 6  累 1127
lui 6  淚 1343
lui 6  濾 1404
lui 6  戾 5136
lui 6  耒 5479
lui 6  唳 6308
lui 6  誄 6948
lun 2  卵 1658
lun 4  輪 0540
lun 4  磷 1332
lun 4  倫 1526
lun 4  鄰 1570
lun 4  麟 2193
lun 4  侖 2469
lun 4  鱗 2708
lun 4  淪 2914
lun 4  掄 4140
lun 4  粼 4184
lun 4  嶙 4835
lun 4  璘 4926
lun 4  遴 5271
lun 4  瞵 5630
lun 4  崙 5882
lun 4  膦 6202
lun 4  轔 6242
lun 4  圇 6607
lun 4  燐 7345
lun 4  鏻 7346
lun 6  論 0234
lun 6  紊 3327
lun 6  吝 4509
lun 6  藺 4565
lun 6  躪 4569
lot 6  律 0374
lot 6  率 0397
lot 6  栗 3345
lot 6  溧 4333
lot 6  慄 5053
lot 6  篥 6184
lot 6  遹 6245
lot 6  葎 6476
lik    瀝 2472
lik    礫 3568
lik    轢 4343
lik    靂 4385
lik    櫟 4557
lik    櫪 5918
lik    瓅 6169
lik    躒 6240
lik 6  力 0073
lik 6  歷 0436
lik 6  曆 2347
lik 6  嚦 2488
lik 6  酈 4099
lik 6  藶 6910
lim 4  廉 2176
lim 4  帘 3086
lim 4  簾 3149
lim 4  鎌 3798
lim 4  鐮 3799
lim 4  濂 3985
lim 4  奩 6323
lim 5  臉 0872
lim 5  襜 6938
lim 5  歛 7330
lim 6  斂 3220
lim 6  殮 5441
lim 6  瀲 5766
lim 6  襝 6495
lin 2  鏈 1433
lin 4  連 0395
lin 4  蓮 2043
lin 4  憐 2484
lin 4  鰱 2904
lin 4  漣 4360
lin 4  槤 5233
lin 4  褳 6493
lin 5  攆 3903
lin 5  輦 5516
lin 6  練 0597
lin 6  煉 1236
lin 6  鍊 3538
lin 6  楝 5435
lig    拎 4553
lig 2  擰 2834
lig 4  零 0986
lig 4  靈 1002
lig 4  齡 1525
lig 4  陵 1641
lig 4  棱 1821
lig 4  鈴 1935
lig 4  凌 2246
lig 4  玲 2292
lig 4  菱 2374
lig 4  楞 3159
lig 4  檸 3266
lig 4  苓 3281
lig 4  稜 3390
lig 4  綾 3645
lig 4  淩 3676
lig 4  伶 3927
lig 4  翎 4187
lig 4  聆 4279
lig 4  泠 4301
lig 4  羚 4865
lig 4  笭 5164
lig 4  柃 5315
lig 4  舲 5354
lig 4  囹 5555
lig 4  欞 5596
lig 4  蛉 5659
lig 4  酃 5836
lig 4  崚 6099
lig 4  醽 6251
lig 4  呤 6304
lig 4  瓴 6782
lig 4  鴒 7048
lig 4  ０ 7328
lig 5  領 0271
lig 6  另 0555
lig 6  令 0673
lig 6  愣 3030
lip 6  獵 2507
lip 6  鬣 4694
lip 6  躐 6013
lit 6  列 0412
lit 6  烈 0745
lit 6  裂 0935
lit 6  冽 4392
lit 6  趔 5825
lit 6  洌 6140
liu    撂 4055
liu 2  料 0190
liu 2  潦 4595
liu 4  療 1561
liu 4  僚 1706
liu 4  遼 1733
liu 4  寥 2749
liu 4  聊 2775
liu 4  撩 3601
liu 4  繚 3792
liu 4  燎 3910
liu 4  嘹 3997
liu 4  鐐 4026
liu 4  寮 5047
liu 4  獠 6161
liu 4  鷯 6577
liu 4  瞭 6807
liu 5  了 0006
liu 5  蓼 5010
liu 5  釕 6528
liu 6  廖 3354
liu 6  尥 6634
law    囉 5715
law    旯 6691
law    囖 7320
law 2  裸 2537
law 2  摞 5897
law 2  瘰 5952
law 2  蠃 6928
law 2  攞 7321
law 4  羅 0716
law 4  螺 1491
law 4  邏 2068
law 4  鑼 3050
law 4  騾 3092
law 4  籮 3326
law 4  玀 5243
law 4  腡 6868
law 4  儸 7319
law 4  蘿 7322
lek 6  略 0598
lek 6  掠 2134
leu 4  良 0685
leu 4  糧 0811
leu 4  梁 1243
leu 4  涼 1723
leu 4  樑 1964
leu 4  粱 2558
leu 4  踉 3795
leu 4  莨 5653
leu 4  椋 6712
leu 4  輬 6971
leu 5  兩 0090
leu 5  倆 1988
leu 5  裲 5371
leu 5  魎 6280
leu 6  量 0089
leu 6  亮 0919
leu 6  輛 1542
leu 6  諒 2659
leu 6  悢 3125
loi 4  來 0023
loi 4  萊 2054
loi 4  淶 4520
loi 4  徠 5135
loi 4  崍 5214
loi 4  錸 5841
loi 4  棶 6711
loi 6  賚 5823
loi 6  睞 5955
lok 3  絡 1857
lok 3  駱 2849
lok 3  烙 3081
lok 3  酪 3816
lok 3  犖 5155
lok 3  雒 5691
lok 3  珞 5773
lok 6  落 0536
lok 6  樂 0636
lok 6  洛 1609
log    啷 4966
log 4  郎 1916
log 4  狼 2216
log 4  廊 2492
log 4  瑯 3278
log 4  榔 4174
log 4  螂 5012
log 4  鋃 6031
log 4  硠 6179
log 4  桹 6710
log 4  鎯 6993
log 4  琅 7333
log 4  稂 7334
log 5  朗 1230
log 5  閬 5522
log 5  塱 7331
log 5  烺 7332
log 6  浪 1314
log 6  晾 3113
log 6  蒗 7335
lo     撈 2012
lo     嚕 3803
lo  2  佬 3995
lo  4  勞 0421
lo  4  爐 0983
lo  4  牢 1683
lo  4  盧 1982
lo  4  蘆 2255
lo  4  廬 2828
lo  4  顱 3877
lo  4  嘮 3901
lo  4  瀘 4177
lo  4  醪 4226
lo  4  轤 4469
lo  4  鸕 4754
lo  4  癆 4783
lo  4  鱸 5026
lo  4  壚 5211
lo  4  臚 5483
lo  4  鐒 5844
lo  4  櫨 5919
lo  4  纑 6458
lo  4  艫 6876
lo  4  蟧 7337
lo  4  鑪 7338
lo  5  老 0209
lo  5  魯 0846
lo  5  鹵 2535
lo  5  虜 2811
lo  5  擄 4036
lo  5  姥 4083
lo  5  櫓 4300
lo  5  銠 6257
lo  5  栳 6708
lo  5  氌 6727
lo  5  滷 7339
lo  6  路 0215
lo  6  露 0914
lo  6  澇 2802
lo  6  賂 3582
lo  6  潞 4779
lo  6  鷺 5027
lo  6  璐 5458
lo  6  嫪 6096
lo  6  輅 6515
luk    碌 3061
luk    麓 3128
luk    轆 3632
luk    簏 6830
luk 6  六 0294
luk 6  綠 0924
luk 6  陸 0954
luk 6  錄 1015
luk 6  氯 1068
luk 6  祿 2079
luk 6  鹿 2653
luk 6  戮 3479
luk 6  漉 3964
luk 6  甪 5778
luk 6  淥 5928
luk 6  琭 5942
luk 6  菉 5986
luk 6  逯 6243
luk 6  籙 6448
luk 6  騄 6561
luk 6  醁 6983
luk 6  穋 7342
lug    窿 3570
lug 4  龍 0819
lug 4  隆 1492
lug 4  籠 1842
lug 4  聾 3217
lug 4  嚨 3438
lug 4  朧 3440
lug 4  曨 3934
lug 4  瓏 4603
lug 4  礱 5338
lug 4  蘢 5364
lug 4  矓 5782
lug 4  癃 5953
lug 4  瀧 6405
lug 5  壟 1882
lug 5  攏 2536
lug 5  隴 3818
lug 5  儱 6587
lue    攣 4242
lue 2  戀 2098
lue 4  聯 0292
lue 4  灤 3400
lue 4  巒 3931
lue 4  鑾 4749
lue 4  鸞 4755
lue 4  孿 5044
lue 4  欒 5753
lue 4  圞 6609
lue 5  孌 7340
lue 5  臠 7341
lue 6  亂 0838
lyt 3  劣 1971
lyt 3  捋 4113
lyt 3  埒 5875
Ｍ     Ｍ 7367
m 2    呣 6076
m 4    唔 3129
ma     媽 0780
ma     嗎 0797
ma     螞 3533
ma     嬤 3599
ma     嚜 6313
ma     孖 6631
ma  3  嘛 1819
ma  4  麻 1216
ma  4  蟆 3990
ma  4  痲 7349
ma  5  馬 0348
ma  5  碼 1469
ma  5  瑪 2579
ma  6  罵 1744
ma  6  禡 6182
mi  4  埋 1716
mi  4  霾 5023
mi  5  買 0881
mi  6  賣 1079
mi  6  邁 1892
mi  6  勱 6072
mak 3  擘 5224
man 4  民 0061
man 6  萬 0324
man 5  晚 0835
man 6  慢 0885
man 6  曼 1776
man 6  漫 1778
man 4  蠻 2340
man 4  蔓 2964
man 4  饅 3541
man 4  鰻 3801
man 4  謾 4799
man 4  熳 6154
man 4  鬘 6566
man 5  娩 4974
man 6  幔 4166
man 6  嫚 4976
man 6  墁 5301
man 6  縵 5348
man 6  澫 6401
men    蚊 3173
men    燜 4272
men    炆 5325
men 4  文 0197
men 6  問 0166
men 4  聞 1166
men 4  紋 1406
men 5  敏 1621
men 4  雯 2733
men 4  汶 3788
men 4  旻 4403
men 4  忞 4707
men 4  岷 4833
men 4  笢 5634
men 4  閿 6268
men 4  玟 7351
men 5  閩 2314
men 5  吻 2669
men 5  閔 3218
men 5  憫 4139
men 5  抿 4241
men 5  泯 4846
men 5  刎 5545
men 5  鰶 5704
men 5  澠 6400
men 5  愍 6667
men 5  湣 6732
men 5  黽 7068
men 5  抆 7350
mag 4  盲 2207
mag 4  氓 2527
mag 5  猛 1541
mag 5  錳 2523
mag 5  蜢 5999
mag 5  艋 6204
mag 6  孟 1802
mao    貓 2548
mao 4  矛 0840
mao 4  茅 2156
mao 4  錨 2636
mao 4  髳 5856
mao 4  蝥 6485
mao 4  蟊 6487
mao 5  牡 3181
mao 5  卯 3928
mao 5  鉚 4286
mao 5  泖 5923
mao 5  茆 6467
mao 6  貌 1645
mai 4  迷 1601
mai 4  醚 3269
mai 4  謎 3283
mai 4  蛑 6915
mai 5  米 0351
mai 5  弭 4836
mai 5  敉 6688
mai 6  袂 5661
mac    嘜 4397
mac 6  麥 1054
mac 6  脈 1251
mac 6  墨 1419
mac 6  默 1432
mac 6  陌 2931
mac 6  驀 3974
mac 6  纆 5973
mac 6  貊 6233
mac 6  貘 6956
mac 6  霢 7008
mag 4  盟 0940
mag 4  萌 2126
mag 4  甍 6783
mat    乜 6292
mat 6  物 0085
mat 6  密 0524
mat 6  勿 2094
mat 6  蜜 2478
mat 6  襪 3011
mat 6  嘧 4763
mat 6  謐 4940
mau    哞 6079
mau    踎 7352
mau 4  謀 1110
mau 4  牟 3589
mau 4  眸 4368
mau 4  繆 4370
mau 5  某 0596
mau 5  畝 1308
mau 6  貿 1234
mau 6  謬 2259
mau 6  茂 2320
mau 6  懋 3784
mau 6  袤 5263
me     羋 5975
me     咩 6077
mei    眯 3138
mei    瞇 4858
mei    屘 7353
mei 4  微 0681
mei 4  眉 1711
mei 4  彌 2228
mei 4  楣 3107
mei 4  薇 3446
mei 4  糜 3592
mei 4  湄 4332
mei 4  溦 5147
mei 4  嵋 5417
mei 4  縻 5791
mei 4  蘼 5810
mei 4  郿 6024
mei 4  麋 6050
mei 4  瀰 6746
mei 4  黴 7356
mei 5  美 0303
mei 5  尾 1288
mei 5  鎂 2333
mei 5  娓 2633
mei 5  靡 3654
mei 5  亹 6583
mei 5  濔 6744
mei 5  渼 7354
mei 6  未 0654
mei 6  味 0768
mei 6  媚 3019
mei 6  魅 3271
mei 6  寐 4296
mei 6  沬 6730
mi     咪 3667
mik 6  冪 2883
mik 6  覓 3431
min 4  棉 0905
min 4  眠 2270
min 4  綿 2294
min 5  免 0876
min 5  勉 2471
min 5  緬 2494
min 5  冕 3691
min 5  靦 4432
min 5  眄 5245
min 5  湎 5606
min 5  沔 5757
min 5  愐 6666
min 5  鮸 7041
min 6  面 0054
min 6  麵 1753
mig 4  明 0144
mig 4  名 0341
mig 4  鳴 1687
mig 4  銘 2593
mig 4  瞑 4489
mig 4  螟 4871
mig 4  蓂 4938
mig 4  溟 5449
mig 4  洺 5602
mig 5  皿 3191
mig 5  冥 3545
mig 5  茗 3772
mig 5  酩 7357
mig 6  命 0158
mit 6  滅 1004
mit 6  蔑 2274
mit 6  篾 4337
mit 6  衊 7359
miu    喵 6082
miu 4  苗 0981
miu 4  描 1382
miu 4  瞄 3811
miu 5  秒 1644
miu 5  渺 3334
miu 5  藐 4069
miu 5  杳 4660
miu 5  緲 4790
miu 5  淼 5235
miu 5  邈 5678
miu 5  眇 6432
miu 5  杪 6703
miu 6  廟 1698
miu 6  妙 1806
mor    麼 0148
mor    摩 1362
mor    魔 2508
mor    么 3953
mor    嚤 7361
mor 2  摸 1566
mor 4  磨 1144
mor 4  蘑 3814
mor 4  饃 4199
mok    剝 1204
mok 6  莫 1312
mok 6  膜 1383
mok 6  幕 1440
mok 6  漠 2081
mok 6  寞 3042
mok 6  鏌 5687
mok 6  瘼 6793
mog 4  忙 1084
mog 4  亡 1302
mog 4  忘 1345
mog 4  茫 2181
mog 4  芒 2380
mog 4  虻 5995
mog 4  邙 6974
mog 5  網 1256
mog 5  妄 2106
mog 5  莽 2732
mog 5  惘 4087
mog 5  蟒 4221
mog 5  罔 4613
mog 5  漭 5238
mog 5  輞 6014
mog 5  魍 7360
mog 6  望 0523
mo  4  無 0171
mo  4  毛 0451
mo  4  模 0726
mo  4  誣 1973
mo  4  巫 2933
mo  4  蕪 3245
mo  4  摹 3264
mo  4  毋 3399
mo  4  謨 3775
mo  4  髦 4047
mo  4  嫵 4768
mo  4  芼 5357
mo  4  氂 5597
mo  4  廡 6102
mo  4  旄 6362
mo  4  嫫 6628
mo  5  武 0568
mo  5  母 0732
mo  5  舞 1257
mo  5  姆 1754
mo  5  拇 2723
mo  5  侮 2742
mo  5  憮 4446
mo  5  碔 4672
mo  5  鵡 6047
mo  5  潕 6148
mo  5  冇 6588
mo  6  務 0322
mo  6  冒 1649
mo  6  帽 1671
mo  6  霧 1752
mo  6  墓 2153
mo  6  慕 2395
mo  6  戊 2715
mo  6  暮 2865
mo  6  募 2894
mo  6  婺 4703
mo  6  騖 5854
mo  6  鶩 5860
mo  6  瑁 6775
mo  6  眊 6800
mui 4  煤 0848
mui 4  梅 1445
mui 4  霉 1815
mui 4  媒 2549
mui 4  枚 2624
mui 4  玫 2935
mui 4  莓 5359
mui 4  脢 6866
mui 5  每 0325
mui 6  妹 1484
mui 6  昧 3096
muk 6  目 0326
muk 6  木 0538
muk 6  牧 1328
muk 6  穆 1868
muk 6  睦 3118
muk 6  鉬 3394
muk 6  沐 4116
muk 6  苜 7365
muk 6  霂 7366
mun    顢 6554
mun 4  們 0025
mun 4  門 0262
mun 4  瞞 3090
mun 4  捫 4840
mun 4  蹣 5181
mun 4  鍆 6536
mun 5  滿 0484
mun 6  悶 1985
mun 6  懣 4240
mug    檬 3265
mug 2  懵 5311
mug 4  蒙 1281
mug 4  朦 3413
mug 4  濛 3966
mug 4  矇 4009
mug 4  曚 6367
mug 4  礞 6439
mug 4  幪 6652
mug 4  鸏 7062
mug 5  蠓 7364
mug 6  夢 1307
mut 3  抹 1961
mut 3  沫 2050
mut 3  秣 5470
mut 6  沒 0160
mut 6  末 0921
mut 6  茉 3663
mut 6  靺 5850
mut 6  歿 6136
mut 6  妺 6325
Ｎ     Ｎ 7387
na  2  乸 7368
na  4  拿 0790
na  4  娜 3669
na  4  嗱 7310
na  5  那 0121
na  5  哪 0739
ni  5  奶 1446
ni  5  乃 1616
ni  5  氖 3675
ni  5  鼐 5115
ni  5  迺 5831
ni  5  釢 7369
nam 4  南 0259
nam 4  男 1187
nam 4  喃 2995
nam 4  楠 3287
nam 4  囡 4295
nam 4  囝 5040
nam 4  蝻 5811
nam 5  腩 6867
nan 4  難 0399
nan 5  赧 5824
nap 6  納 1047
nap 6  鈉 1405
nap 6  吶 3122
nap 6  衲 7371
nap 6  魶 7372
nad 6  捺 4054
nao 4  撓 2460
nao 4  鐃 4807
nao 4  呶 4963
nao 4  猱 6767
nao 6  鬧 1551
nao 6  淖 4664
nai 4  泥 1072
num 5  稔 5248
nun 2  撚 7370
nag 4  能 0044
nat 6  訥 3835
nat 6  肭 6863
nau    嬲 7373
nau 2  扭 1720
nau 2  紐 2293
nau 2  朽 2371
nau 2  鈕 3049
nau 2  妞 3782
nau 2  忸 4443
nau 2  狃 6416
nau 6  檽 3708
nau 6  耨 5977
ne     呢 0509
nei 4  尼 0901
nei 4  妮 3370
nei 4  鈮 5379
nei 4  怩 6105
nei 4  禰 6817
nei 5  你 0143
nei 5  您 1181
nei 5  旎 5057
nei 5  妳 7374
nei 6  餌 1993
nei 6  膩 2717
nui 5  女 0512
nui 5  餒 4346
nui 5  釹 6253
not 6  鷸 7059
ng  2  嗯 2779
ng  4  吳 1175
ng  4  吾 1913
ng  4  梧 3786
ng  4  蜈 4464
ng  4  鼯 4958
ng  4  浯 5446
ng  4  痦 5950
ng  5  五 0188
ng  5  午 1164
ng  5  伍 1417
ng  5  忤 5569
ng  5  牾 6158
ng  5  仵 6294
ng  6  誤 0804
ng  6  悟 1989
ng  6  晤 3021
ng  6  寤 6633
ng  6  焐 6750
nga 3  亞 0542
nga 4  牙 1401
nga 4  芽 1470
nga 4  衙 2652
nga 4  蚜 3083
nga 4  伢 4696
nga 4  枒 7376
nga 5  瓦 1057
nga 5  雅 1921
nga 5  佤 5196
nga 5  疋 5623
nga 6  訝 3195
nga 6  砑 4065
nga 6  迓 6517
ngi 4  挨 2090
ngi 4  崖 2441
ngi 4  涯 3160
ngi 4  睚 5467
ngi 4  捱 7378
ngi 6  艾 2480
ngi 6  刈 4699
ngi 6  乂 5119
ngak 6 額 0972
ngak 6 詻 7076
ngam 1 啱 7077
ngam 4 岩 0989
ngam 4 癌 2827
ngam 4 嵒 4834
ngam 4 巖 7078
ngan 3 晏 4209
ngan 4 顏 1342
ngan 5 眼 0459
ngan 6 雁 3026
ngag 6 硬 1087
ngap 3 鴨 1650
ngad 3 壓 0278
ngao 4 肴 2575
ngao 4 淆 2867
ngao 4 餚 3633
ngao 4 崤 6336
ngao 4 殽 6381
ngao 4 爻 6413
ngao 5 咬 1767
ngai 2 矮 2077
ngai 4 危 0948
ngai 4 巍 3057
ngai 4 倪 3736
ngai 4 霓 4287
ngai 4 嵬 4705
ngai 4 猊 6764
ngai 4 鯢 7042
ngai 5 蟻 3684
ngai 5 艤 5485
ngai 5 隗 5849
ngai 6 藝 0519
ngai 6 魏 1494
ngai 6 毅 1833
ngai 6 偽 1836
ngai 6 羿 3328
ngai 6 詣 4097
ngai 6 睨 4994
ngai 6 囈 5714
ngai 6 蓺 5990
ngum 3 暗 1056
ngun 1 奀 7464
ngun 4 銀 0784
ngun 4 垠 3085
ngun 4 嚚 5128
ngun 4 鄞 6026
ngun 4 狺 6418
ngup 1 噏 7466
ngat 6 屹 3805
ngat 6 杌 6369
ngat 6 阢 6547
ngat 6 卼 6596
ngau 1 歐 1036
ngau 1 勾 1745
ngau 1 鉤 2059
ngau 1 鈎 7080
ngau 4 牛 0926
ngau 5 偶 1571
ngau 5 耦 2756
ngau 5 藕 4016
ngo 4  俄 1255
ngo 4  吪 2096
ngo 4  哦 2433
ngo 4  鵝 2487
ngo 4  娥 2996
ngo 4  峨 3144
ngo 4  蛾 4190
ngo 4  訛 4250
ngo 4  莪 5654
ngo 4  鋨 6989
ngo 5  我 0017
ngo 6  餓 2065
ngo 6  臥 2151
ngoi 3 愛 0579
ngoi 3 璦 5775
ngoi 4 呆 1606
ngoi 4 騃 7074
ngoi 4 獃 7136
ngoi 6 外 0116
ngoi 6 礙 1502
ngok 3 惡 1043
ngok 3 噩 4440
ngok 3 噁 7388
ngok 6 鄂 2341
ngok 6 岳 2386
ngok 6 鍔 3470
ngok 6 愕 3828
ngok 6 萼 4129
ngok 6 顎 4386
ngok 6 齶 4474
ngok 6 諤 5016
ngok 6 嶽 5134
ngok 6 鱷 5289
ngok 6 鶚 5859
ngon 1 安 0316
ngon 1 胺 1954
ngon 1 銨 2513
ngon 3 案 0563
ngon 6 岸 1229
ngog 1 骯 4200
ngog 4 昂 1956
ngog 6 戇 5573
ou     嗷 4477
ou  3  嶴 6646
ou  4  熬 2673
ou  4  鰲 2871
ou  4  敖 4914
ou  4  翱 4935
ou  4  鏖 5381
ou  4  遨 6018
ou  4  璈 6167
ou  4  驁 6564
ou  4  爊 6755
ou  4  聱 7379
ou  4  鼇 7380
ou  6  傲 2528
nik    匿 3395
nik    溺 3984
nik    昵 4518
nik    慝 6670
nik    暱 7382
nim    粘 1615
nim    黏 1800
nim    拈 3308
nim 2  捻 2078
nim 4  鯰 4631
nim 6  念 0728
nim 6  唸 2981
nin 4  年 0039
nin 5  碾 3252
nin 5  涊 5603
nin 5  蹍 5827
nig 4  寧 0845
nig 4  嚀 4204
nig 4  獰 4212
nig 4  苧 4282
nig 4  薴 5993
nig 4  聹 6861
nig 4  甯 7381
nig 6  濘 3965
nig 6  佞 5705
nip    鎳 2974
nip 6  捏 2525
nip 6  涅 2739
nip 6  聶 2830
nip 6  躡 4153
nip 6  鑷 4196
nip 6  顳 5694
nip 6  隉 7005
niu 5  鳥 1710
niu 5  裊 4192
niu 5  褭 6221
niu 5  蔦 6899
niu 5  嫋 7383
niu 5  嬝 7384
niu 6  尿 2161
nor 4  挪 2489
nor 4  儺 6299
nor 6  懦 3958
nor 6  糯 7386
neu 4  娘 0938
neu 4  孃 7375
noi 6  內 0138
noi 6  耐 0963
noi 6  奈 2277
noi 6  倷 6296
nok 6  諾 1967
nog 4  囊 2309
nog 4  瓤 4416
nog 4  囔 4641
nog 5  攮 6360
no  4  奴 1235
no  4  孥 4084
no  4  帑 5304
no  4  駑 6560
no  5  努 1023
no  5  腦 1033
no  5  惱 2502
no  5  瑙 4246
no  5  弩 4648
no  5  砮 5957
no  6  怒 1614
nuk 6  衄 6932
nug 4  農 0236
nug 4  濃 0994
nug 4  膿 3445
nug 4  噥 4640
nug 4  儂 5399
nug 4  穠 5962
nug 6  弄 1351
nue 5  暖 1596
nue 6  嫩 1679
ox     Ｏ 7390
or     柯 1481
or     軻 3650
or     珂 4601
or     屙 4907
or     婀 5302
or  2  嚄 6086
oi     哀 2047
oi  2  噯 2976
oi  2  藹 3647
oi  2  靄 4690
oi  2  曖 5226
oi  2  毐 6138
oi  2  靉 6551
oi  3  薆 6906
ok  3  堊 4969
on     氨 1299
on     桉 2591
on     鞍 3154
on  3  按 0461
on  3  摁 5740
ong 3  盎 4092
o  2   襖 3293
o  2   媼 6626
o  3   奧 1686
o  3   澳 2291
o  3   懊 3763
Ｐ     Ｐ 7405
pa     趴 4152
pa  3  怕 0886
pa  4  爬 1637
pa  4  耙 2554
pa  4  扒 2654
pa  4  琶 4180
pa  4  掱 4912
pa  4  朳 6701
pa  4  杷 7392
pi  3  派 0466
pi  3  蒎 6896
pi  4  排 0550
pi  4  牌 1598
pi  4  俳 4548
pak    啪 3821
pak 3  拍 1408
pak 3  泊 2013
pak 3  柏 2075
pak 3  帕 2588
pak 3  魄 2821
pak 3  珀 4856
pan    攀 2364
pan    扳 2829
pan 3  盼 2378
pan 3  袢 6935
pan 3  襻 6943
pag    烹 2135
pag    抨 3232
pag 4  棚 1862
pag 4  膨 1863
pag 4  彭 2067
pag 4  鵬 2420
pag 4  硼 3192
pag 4  澎 3678
pag 4  蟛 6002
pag 5  棒 1714
pao    拋 1813
pao 2  跑 0655
pao 3  炮 1168
pao 3  泡 1322
pao 3  豹 3012
pao 3  趵 5509
pao 3  皰 6175
pao 3  砲 7395
pao 4  刨 2282
pao 4  咆 3957
pao 4  庖 5730
pao 4  匏 6593
pai    批 0525
pai 5  睥 7084
pen 3  噴 1259
pen 4  頻 0727
pen 4  貧 1359
pen 4  顰 7018
pen 4  玭 7394
pen 5  牝 6157
pag 4  朋 1333
pag 4  憑 1690
pat    匹 2130
pau 2  瓿 5329
pau 4  掊 6114
pau 4  抔 6676
pei    披 2209
pei    呸 4510
pei    砒 4559
pei    鈹 4886
pei    狉 4921
pei    丕 5292
pei    伾 5395
pei 2  鄙 2833
pei 2  痞 3968
pei 2  仳 5394
pei 2  圮 5874
pei 2  苤 6888
pei 3  譬 2747
pei 3  屁 2760
pei 3  嬖 5880
pei 3  淠 6143
pei 3  濞 6403
pei 3  帔 7398
pei 4  皮 0734
pei 4  疲 2136
pei 4  脾 2550
pei 4  毗 3906
pei 4  琵 4179
pei 4  郫 4541
pei 4  鼙 5392
pei 4  蚍 5658
pei 4  貔 6234
pei 4  鈚 6529
pei 4  陴 7004
pei 4  埤 7083
pei 4  枇 7399
pei 5  婢 3636
pec 3  劈 2808
peg 4  呯 7400
pik    辟 1809
pik    闢 3015
pik    僻 3101
pik    霹 4075
pik    癖 4247
pik    甓 4306
pik    澼 4596
pik    釽 6254
pik    鷿 7061
pin    編 0925
pin    篇 1096
pin    偏 1115
pin    翩 3443
pin 3  片 0468
pin 3  遍 1038
pin 3  騙 1795
pin 4  駢 4891
pin 4  緶 5168
pin 4  蹁 5673
pin 4  諞 6950
pig    拚 2250
pig    砰 3848
pig    怦 4239
pig    姘 5411
pig    娉 6327
pig 3  聘 2678
pig 3  拼 2690
pig 4  平 0125
pig 4  評 0896
pig 4  瓶 1562
pig 4  屏 1986
pig 4  萍 2305
pig 4  蘋 2398
pig 4  坪 2736
pig 4  洴 2861
pig 4  帡 6650
pit 3  撇 2961
