jyut  ,rank,ch
jiu6  ,1972,耀
jiu6  ,4850,燿
jiu6  ,4896,鷂
jiu6  ,7514,曜
jo1   ,2509,喲
jo1   ,4583,唷
joek3 ,0416,約
joek3 ,1460,躍
joek6 ,0751,若
joek6 ,0844,藥
joek6 ,0984,弱
joek6 ,2066,曰
joek6 ,2817,鑰
joek6 ,3023,籲
joek6 ,3077,虐
joek6 ,4605,瘧
joek6 ,5095,謔
joek6 ,5535,龠
joek6 ,5635,箬
joek6 ,7497,篛
joek6 ,7498,葯
joek6 ,7499,蒻
joeng1,0746,央
joeng1,1599,秧
joeng1,3398,殃
joeng1,4132,鞅
joeng1,4558,泱
joeng1,4954,鴦
joeng3,4980,怏
joeng4,0642,陽
joeng4,0720,洋
joeng4,0904,揚
joeng4,0985,楊
joeng4,1689,羊
joeng4,3507,攘
joeng4,3954,佯
joeng4,4181,瘍
joeng4,5400,儴
joeng4,5452,煬
joeng4,5732,徉
joeng4,5809,蘘
joeng4,5906,暘
joeng4,6152,烊
joeng4,6274,颺
joeng4,6314,垟
joeng4,6406,瀼
joeng4,6443,穰
joeng4,6818,禳
joeng4,6914,蛘
joeng4,7418,勷
joeng5,0463,養
joeng5,0532,氧
joeng5,1034,壤
joeng5,1805,仰
joeng5,2350,嚷
joeng5,3161,癢
joeng5,3462,痒
joeng6,0131,樣
joeng6,0682,讓
joeng6,2137,釀
joeng6,3940,漾
joeng6,4649,恙
juk1  ,2418,沃
juk1  ,2859,噢
juk1  ,3135,旭
juk1  ,3288,毓
juk1  ,4919,煜
juk1  ,5903,昱
juk1  ,6411,燠
juk1  ,6533,鋈
juk1  ,6658,彧
juk1  ,6907,薁
juk6  ,0473,育
juk6  ,0899,肉
juk6  ,0965,玉
juk6  ,1479,欲
juk6  ,1855,獄
juk6  ,2142,辱
juk6  ,2383,浴
juk6  ,3134,慾
juk6  ,3467,褥
juk6  ,3694,峪
juk6  ,4318,鈺
juk6  ,4893,鬻
juk6  ,5236,溽
juk6  ,5447,淯
juk6  ,6286,鵒
juk6  ,6477,蓐
juk6  ,6841,縟
jung1 ,2403,翁
jung1 ,3001,雍
jung1 ,3634,嗡
jung1 ,5210,壅
jung1 ,5384,雝
jung1 ,5629,癰
jung1 ,5679,邕
jung1 ,6083,嗈
jung1 ,6212,蕹
jung2 ,1400,擁
jung2 ,1859,湧
jung2 ,3153,蛹
jung2 ,3623,涌
jung2 ,3858,踴
jung2 ,4051,恿
jung2 ,4061,甬
jung2 ,4103,冗
jung2 ,4249,臃
jung2 ,4899,俑
jung2 ,6210,蓊
jung2 ,6397,滃
jung2 ,7518,踊
jung4 ,0389,容
jung4 ,0560,溶
jung4 ,1582,熔
jung4 ,1694,融
jung4 ,1750,絨
jung4 ,2281,蓉
jung4 ,2428,庸
jung4 ,2993,鎔
jung4 ,3044,戎
jung4 ,3051,傭
jung4 ,3254,茸
jung4 ,3558,佣
jung4 ,3564,榕
jung4 ,5296,喁
jung4 ,5387,顒
jung4 ,5520,鄘
jung4 ,5737,慵
jung4 ,6034,鏞
jung4 ,6319,墉
jung4 ,6417,狨
jung4 ,6778,瑢
jung5 ,1276,勇
jung5 ,5144,氄
jung6 ,0024,用
jx1   ,7285,Ｊ
jyu1  ,0032,於
jyu1  ,1048,于
jyu1  ,3069,淤
jyu1  ,3257,迂
jyu1  ,5003,紆
jyu1  ,5073,竽
jyu1  ,6519,邘
jyu2  ,4062,瘀
jyu2  ,5706,傴
jyu2  ,6627,嫗
jyu3  ,4155,酗
jyu4  ,0074,如
jyu4  ,0571,魚
jyu4  ,0717,餘
jyu4  ,1427,余
jyu4  ,1473,漁
jyu4  ,2158,輿
jyu4  ,2262,儒
jyu4  ,2387,愚
jyu4  ,2506,愉
jyu4  ,2766,嶼
jyu4  ,3028,俞
jyu4  ,3078,逾
jyu4  ,3297,娛
jyu4  ,3325,禺
jyu4  ,3356,榆
jyu4  ,3534,蠕
jyu4  ,3630,虞
jyu4  ,3868,渝
jyu4  ,3895,隅
jyu4  ,4119,瑜
jyu4  ,4372,茹
jyu4  ,4551,孺
jyu4  ,4647,嵎
jyu4  ,4669,盂
jyu4  ,4748,銣
jyu4  ,4771,揄
jyu4  ,4878,諛
jyu4  ,4936,腴
jyu4  ,5143,歟
jyu4  ,5149,濡
jyu4  ,5460,畬
jyu4  ,5484,臾
jyu4  ,5552,嚅
jyu4  ,5666,覦
jyu4  ,5776,璵
jyu4  ,5981,艅
jyu4  ,6338,崳
jyu4  ,6363,旟
jyu4  ,6723,歈
jyu4  ,6726,毹
jyu4  ,6763,狳
jyu4  ,6822,窬
jyu4  ,6891,萸
jyu4  ,6908,薷
jyu4  ,6939,襦
jyu4  ,7523,妤
jyu5  ,0133,與
jyu5  ,0785,語
jyu5  ,0796,雨
jyu5  ,1088,予
jyu5  ,1576,乳
jyu5  ,1757,宇
jyu5  ,1898,羽
jyu5  ,2692,汝
jyu5  ,2922,禹
jyu5  ,4442,庾
jyu5  ,4819,俁
jyu5  ,4968,圄
jyu5  ,5299,圉
jyu5  ,5328,瑀
jyu5  ,5759,洳
jyu5  ,5785,窳
jyu5  ,5951,瘐
jyu5  ,6449,籹
jyu5  ,6955,貐
jyu5  ,7072,齬
jyu6  ,0774,預
jyu6  ,1069,遇
jyu6  ,1128,愈
jyu6  ,1983,譽
jyu6  ,2002,御
jyu6  ,2033,裕
jyu6  ,2399,豫
jyu6  ,2400,諭
jyu6  ,2578,寓
jyu6  ,2735,喻
jyu6  ,3224,禦
jyu6  ,3951,馭
jyu6  ,4144,澦
jyu6  ,7524,瘉
jyu6  ,7525,癒
jyun1 ,2082,冤
jyun1 ,2737,淵
jyun1 ,3773,蜿
jyun1 ,4632,鴛
jyun1 ,4955,鵷
jyun1 ,5088,蜎
jyun1 ,5290,鳶
jyun2 ,0456,院
jyun2 ,0485,縣
jyun2 ,0703,烷
jyun2 ,2640,丸
jyun2 ,3068,宛
jyun2 ,3207,阮
jyun2 ,3411,婉
jyun2 ,3646,苑
jyun2 ,3882,惋
jyun2 ,5067,琬
jyun2 ,6171,畹
jyun3 ,2074,怨
jyun4 ,0146,原
jyun4 ,0192,員
jyun4 ,0336,完
jyun4 ,0355,元
jyun4 ,0480,圓
jyun4 ,0590,源
jyun4 ,0988,沿
jyun4 ,1189,園
jyun4 ,1386,緣
jyun4 ,1475,鉛
jyun4 ,1626,懸
jyun4 ,1918,袁
jyun4 ,2063,玄
jyun4 ,3422,圜
jyun4 ,3766,猿
jyun4 ,3938,沅
jyun4 ,4165,媛
jyun4 ,4371,芫
jyun4 ,4420,紈
jyun4 ,4455,炫
jyun4 ,4501,轅
jyun4 ,4523,爰
jyun4 ,5114,黿
jyun4 ,5409,垸
jyun4 ,5444,洹
jyun4 ,6068,刓
jyun4 ,6733,湲
jyun4 ,6922,螈
jyun5 ,0546,遠
jyun5 ,1275,軟
jyun5 ,5274,鉉
jyun5 ,6386,泫
jyun5 ,7516,薳
jyun6 ,0805,願
jyun6 ,3888,眩
jyun6 ,4657,掾
jyun6 ,6426,瑗
jyun6 ,6846,繯
jyun6 ,7515,愿
jyun6 ,7517,衒
jyut3 ,4383,釔
jyut3 ,6412,爇
jyut6 ,0169,月
jyut6 ,0378,越
jyut6 ,0777,乙
jyut6 ,1828,閱
jyut6 ,2302,穴
jyut6 ,2360,悅
jyut6 ,2625,粵
jyut6 ,4534,聿
jyut6 ,4543,鉞
jyut6 ,5141,樾
jyut6 ,5401,刖
jyut6 ,5423,抈
jyut6 ,6312,噦
jyut6 ,6771,玥
kaa1  ,1059,卡
kaa1  ,7286,咔
kaai2 ,5843,鍇
kaak1 ,4934,緙
kaat1 ,5204,咭
kaau3 ,0730,靠
kaau3 ,3797,銬
kai1  ,1979,溪
kai1  ,3182,稽
kai1  ,4516,嵇
kai1  ,5161,磎
kai1  ,6506,谿
kai1  ,7060,鸂
kai2  ,1336,啟
kai2  ,4267,棨
kai3  ,2143,契
kai3  ,6429,瘈
kai3  ,7234,愒
kam1  ,2973,襟
kam1  ,6003,衾
kam2  ,7301,冚
kam4  ,1381,琴
kam4  ,2165,禽
kam4  ,3506,擒
kam4  ,4513,噙
kam4  ,6885,芩
kam5  ,5877,妗
kan4  ,1414,勤
kan4  ,3393,芹
kan4  ,6672,懃
kap1  ,0216,級
kap1  ,0255,給
kap1  ,0639,吸
kap1  ,2346,岌
kap1  ,3629,笈
kap1  ,3723,汲
kap1  ,3758,圾
kap1  ,4590,歙
kap6  ,0204,及
kat1  ,2704,咳
kat1  ,6720,欬
kau1  ,1392,溝
kau1  ,4449,摳
kau3  ,0431,構
kau3  ,1143,購
kau3  ,1747,扣
kau3  ,2727,寇
kau3  ,3374,筘
kau3  ,3410,叩
kau3  ,5032,佝
kau3  ,5492,蔻
kau3  ,7290,釦
kau4  ,0208,求
kau4  ,0530,球
kau4  ,3320,巰
kau4  ,3330,裘
kau4  ,4362,璆
kau4  ,4758,俅
kau4  ,4874,訄
kau4  ,5771,犰
kau4  ,6213,虯
kau4  ,6235,賕
kau4  ,6878,艽
kau4  ,7288,梂
kau4  ,7289,逑
kau5  ,2541,舅
kau5  ,4535,臼
ke4   ,1980,騎
ke4   ,2864,茄
ke4   ,5628,瘸
kei1  ,3070,畸
kei1  ,3262,崎
kei1  ,6119,攲
kei3  ,2680,冀
kei3  ,3733,驥
kei3  ,4171,暨
kei4  ,0112,其
kei4  ,0232,期
kei4  ,0958,奇
kei4  ,1114,旗
kei4  ,1675,棋
kei4  ,2417,歧
kei4  ,2436,祁
kei4  ,2796,岐
kei4  ,2819,祺
kei4  ,2870,琪
kei4  ,3009,琦
kei4  ,3555,祈
kei4  ,3612,俟
kei4  ,3666,鰭
kei4  ,3682,耆
kei4  ,3832,淇
kei4  ,4228,鯕
kei4  ,4345,頎
kei4  ,4732,綦
kei4  ,4756,亓
kei4  ,4796,蘄
kei4  ,4829,圻
kei4  ,4996,碁
kei4  ,5028,麒
kei4  ,5698,騏
kei4  ,5718,埼
kei4  ,6259,錡
kei4  ,6690,旂
kei4  ,6919,蜞
kei4  ,7189,萁
kei5  ,0522,企
kek6  ,0964,劇
kek6  ,4351,屐
keoi1 ,0240,區
keoi1 ,1664,驅
keoi1 ,2107,拘
keoi1 ,2307,俱
keoi1 ,2832,軀
keoi1 ,3637,嶇
keoi1 ,4387,駒
keoi1 ,4786,祛
keoi1 ,5537,佉
keoi1 ,6463,胠
keoi4 ,1804,渠
keoi4 ,4191,衢
keoi4 ,4895,鴝
keoi4 ,5967,籧
keoi4 ,6126,朐
keoi4 ,6139,氍
keoi4 ,6168,璩
keoi4 ,6301,劬
keoi4 ,6812,磲
keoi4 ,6901,蕖
keoi5 ,0742,距
keoi5 ,1704,拒
keoi5 ,7300,佢
kim4  ,2439,鉗
kim4  ,3109,黔
kim4  ,4502,鈐
kim4  ,7296,拑
kim4  ,7297,箝
kin4  ,3972,虔
kin4  ,5426,掮
king1 ,1133,傾
king2 ,2405,頃
king2 ,5888,廎
king4 ,2458,瓊
king4 ,3340,鯨
king4 ,4002,擎
king4 ,4101,黥
king4 ,5546,勍
king4 ,5935,煢
king4 ,6320,墘
king4 ,7294,琼
kit3  ,1167,揭
kit3  ,2155,竭
kit3  ,3688,鍥
kit3  ,4728,碣
kit3  ,4832,孑
kit3  ,4839,挈
kit3  ,5644,纈
kit3  ,5667,訐
kit3  ,5792,羯
kit3  ,6129,楬
kiu4  ,1170,橋
kiu4  ,1719,僑
kiu4  ,1978,喬
kiu4  ,2929,翹
kiu4  ,4312,蕎
kiu4  ,5247,礄
koek3 ,0470,卻
koeng4,0241,強
koeng5,6344,弶
koeng5,6494,襁
koeng5,7293,鏹
koeng6,6869,膙
koi3  ,0884,概
koi3  ,1780,鈣
koi3  ,2170,溉
koi3  ,2233,慨
koi3  ,4202,丐
koi3  ,5310,愾
kok3  ,0342,確
kok3  ,3423,壑
kok3  ,3983,榷
kok3  ,4038,涸
kok3  ,4909,恪
kok3  ,6668,愨
kok3  ,7299,确
kong3 ,0646,抗
kong3 ,0783,擴
kong3 ,4029,亢
kong3 ,5840,鈧
kong3 ,5863,伉
kong3 ,5876,夼
kong3 ,6999,閌
kong4 ,1631,狂
ku1   ,3301,箍
kui2  ,1693,繪
kui2  ,2419,潰
kui2  ,2707,賄
kui2  ,3866,檜
kui2  ,3899,劊
kui2  ,4117,澮
kui2  ,4678,膾
kui2  ,5257,薈
kui2  ,5543,儈
kui2  ,5892,憒
kui2  ,5972,繢
kui2  ,6162,獪
kui2  ,6199,聵
kui2  ,6979,鄶
kui2  ,7047,鱠
kuk1  ,0608,曲
kuk1  ,5174,蛐
kung4 ,1390,窮
kung4 ,4381,邛
kung4 ,4862,穹
kung4 ,6483,蛩
kung4 ,6988,銎
kut3  ,0755,括
kut3  ,3205,豁
kut3  ,5980,聒
kut3  ,6709,栝
kwaa1 ,1431,跨
kwaa1 ,2448,誇
kwaa1 ,2581,垮
kwaa1 ,3804,夸
kwaa1 ,6326,姱
kwaa2 ,3752,侉
kwaa3 ,4614,胯
kwaai3,7213,嘳
kwai1 ,0269,規
kwai1 ,1786,虧
kwai1 ,3119,窺
kwai1 ,4008,盔
kwai1 ,4995,睽
kwai1 ,6342,巋
kwai2 ,6511,跬
kwai2 ,7159,煃
kwai3 ,2639,愧
kwai4 ,2369,攜
kwai4 ,3430,葵
kwai4 ,3780,夔
kwai4 ,3941,畦
kwai4 ,4710,揆
kwai4 ,5189,馗
kwai4 ,5377,逵
kwai4 ,5527,騤
kwai4 ,5581,暌
kwai4 ,6220,蠵
kwai4 ,6499,觿
kwan1 ,1914,昆
kwan1 ,3103,坤
kwan1 ,3542,髡
kwan1 ,4262,崑
kwan2 ,1016,菌
kwan2 ,2697,捆
kwan2 ,5477,綑
kwan2 ,6349,悃
kwan2 ,6355,捃
kwan2 ,6543,閫
kwan2 ,7306,梱
kwan3 ,0877,困
kwan3 ,3726,窘
kwan3 ,5332,睏
kwan4 ,0363,群
kwan4 ,2847,裙
kwan4 ,6632,宭
kwan4 ,7308,羣
kwang1,1792,框
kwong3,0402,礦
kwong3,2860,曠
kwong3,4382,鄺
kwong3,5723,壙
kx1   ,7309,Ｋ
kyun4 ,0296,權
kyun4 ,2148,拳
kyun4 ,4376,蜷
kyun4 ,5105,顴
kyun4 ,5109,鬈
kyun4 ,5890,惓
kyut3 ,0243,決
kyut3 ,0795,缺
kyut3 ,3405,訣
kyut3 ,3573,厥
kyut3 ,3625,獗
kyut3 ,3665,闕
kyut3 ,4588,撅
kyut3 ,4809,闋
kyut3 ,4828,噘
kyut3 ,4838,抉
kyut3 ,5066,玦
kyut3 ,5991,蕨
kyut3 ,6007,譎
kyut3 ,6572,鴃
kyut3 ,7295,觼
kyut3 ,7302,孓
laa1  ,1238,啦
laa1  ,2587,喇
laa1  ,7011,鞡
laa3  ,6848,罅
laai1 ,0372,拉
laai3 ,4336,癩
laai6 ,1825,賴
laai6 ,5019,酹
laai6 ,5077,籟
laai6 ,5609,瀨
laak3 ,7313,嘞
laam2 ,2800,攬
laam4 ,1348,藍
laam4 ,2443,籃
laam4 ,3475,嵐
laam4 ,3720,婪
laam4 ,4682,襤
laam5 ,1958,覽
laam5 ,7314,欖
laam6 ,1588,艦
laam6 ,1990,纜
laam6 ,2327,濫
laan1 ,7315,躝
laan2 ,5505,讕
laan4 ,0859,蘭
laan4 ,1398,欄
laan4 ,2184,攔
laan4 ,2939,瀾
laan4 ,4074,闌
laan4 ,5276,鑭
laan4 ,5428,斕
laan4 ,6942,襴
laan5 ,2841,懶
laan6 ,1583,爛
laang5,0704,冷
laap6 ,1651,蠟
laap6 ,2004,臘
laap6 ,3120,蜡
laap6 ,3740,垃
laap6 ,4808,鑞
laap6 ,6246,邋
laap6 ,7316,鱲
laat3 ,5627,瘌
laat6 ,2149,辣
laat6 ,4393,剌
laat6 ,6276,鬎
lai4  ,1294,黎
lai4  ,2117,犁
lai4  ,4680,藜
lai4  ,5172,蔾
lai4  ,7066,黧
lai4  ,7311,嚟
lai5  ,1403,禮
lai5  ,3033,澧
lai5  ,3991,蠡
lai5  ,4285,醴
lai5  ,4814,鱧
lai5  ,6591,劙
lai6  ,0320,例
lai6  ,1429,麗
lai6  ,1444,勵
lai6  ,1829,厲
lai6  ,3075,荔
lai6  ,4369,礪
lai6  ,4961,儷
lai6  ,5014,蠣
lai6  ,5475,糲
lai6  ,5954,癘
lai6  ,6679,捩
lak6  ,1271,勒
lak6  ,3150,肋
lak6  ,6571,鰳
lak6  ,6584,仂
lam2  ,7344,諗
lam3  ,7343,冧
lam4  ,0373,林
lam4  ,0953,臨
lam4  ,2102,淋
lam4  ,2915,琳
lam4  ,3002,霖
lam4  ,5626,痳
lam5  ,3572,凜
lam5  ,5142,檁
lam5  ,5218,廩
lam5  ,5572,懍
lam5  ,6616,壈
lap1  ,0837,粒
lap1  ,2367,凹
lap1  ,4122,笠
lap6  ,0177,立
lat1  ,2629,甩
lau1  ,2061,溜
lau1  ,3521,摟
lau1  ,4049,嘍
lau4  ,0214,流
lau4  ,0656,留
lau4  ,0799,劉
lau4  ,0815,硫
lau4  ,1107,樓
lau4  ,1731,餾
lau4  ,2599,瘤
lau4  ,2866,榴
lau4  ,3208,飀
lau4  ,3626,琉
lau4  ,3967,瀏
lau4  ,4261,婁
lau4  ,4636,僂
lau4  ,5169,耬
lau4  ,5261,螻
lau4  ,5270,遛
lau4  ,5529,髏
lau4  ,5674,蹓
lau4  ,5686,鎦
lau4  ,5900,旒
lau4  ,6211,蔞
lau4  ,6262,鎏
lau4  ,6738,漊
lau4  ,6997,鏐
lau4  ,7318,騮
lau5  ,1597,柳
lau5  ,2947,縷
lau5  ,3889,簍
lau5  ,4872,褸
lau5  ,4933,綹
lau6  ,1677,漏
lau6  ,3121,陋
lau6  ,4950,鏤
lau6  ,6173,瘺
lau6  ,7317,霤
le1   ,3211,咧
lei1  ,1817,哩
lei1  ,4761,喱
lei1  ,7036,鬁
lei4  ,0339,離
lei4  ,1252,璃
lei4  ,1279,厘
lei4  ,2671,梨
lei4  ,3251,漓
lei4  ,3745,籬
lei4  ,4178,狸
lei4  ,4984,梩
lei4  ,5076,篱
lei4  ,5282,驪
lei4  ,5532,鱺
lei4  ,5561,嫠
lei4  ,6420,獼
lei4  ,6852,罹
lei4  ,6916,蜊
lei4  ,7064,鸝
lei4  ,7324,貍
lei4  ,7325,釐
lei5  ,0081,理
lei5  ,0129,裏
lei5  ,0535,李
lei5  ,2163,履
lei5  ,2703,鯉
lei5  ,3285,鋰
lei5  ,3566,浬
lei5  ,4818,俚
lei5  ,4975,娌
lei5  ,6518,邐
lei6  ,0149,利
lei6  ,1736,吏
lei6  ,3010,莉
lei6  ,3427,痢
lei6  ,4291,俐
lei6  ,5086,蒞
lei6  ,5939,猁
lei6  ,6225,詈
lei6  ,7323,脷
lek1  ,5548,叻
lek6  ,7329,壢
leng3 ,5386,靚
leng4 ,4388,鯪
leng5 ,1688,嶺
leoi3 ,4406,櫚
leoi4 ,0930,雷
leoi4 ,3076,蕾
leoi4 ,3175,驢
leoi4 ,3750,鐳
leoi4 ,4037,擂
leoi4 ,4186,纍
leoi4 ,4544,閭
leoi4 ,5793,羸
leoi4 ,5867,儽
leoi4 ,6330,嫘
leoi4 ,6454,縲
leoi4 ,6849,罍
leoi5 ,0628,裡
leoi5 ,0640,里
leoi5 ,1287,旅
leoi5 ,1426,鋁
leoi5 ,2308,呂
leoi5 ,2634,屢
leoi5 ,2658,壘
leoi5 ,3229,儡
leoi5 ,3385,侶
leoi5 ,3944,磊
leoi5 ,4677,膂
leoi5 ,5237,漯
leoi5 ,5784,礧
leoi5 ,5963,穭
leoi6 ,0337,類
leoi6 ,1044,慮
leoi6 ,1127,累
leoi6 ,1343,淚
leoi6 ,1404,濾
leoi6 ,5136,戾
leoi6 ,5479,耒
leoi6 ,6308,唳
leoi6 ,6948,誄
leon2 ,1658,卵
leon4 ,0540,輪
leon4 ,1332,磷
leon4 ,1526,倫
leon4 ,1570,鄰
leon4 ,2193,麟
leon4 ,2469,侖
leon4 ,2708,鱗
leon4 ,2914,淪
leon4 ,4140,掄
leon4 ,4184,粼
leon4 ,4835,嶙
leon4 ,4926,璘
leon4 ,5271,遴
leon4 ,5630,瞵
leon4 ,5882,崙
leon4 ,6202,膦
leon4 ,6242,轔
leon4 ,6607,圇
leon4 ,7345,燐
leon4 ,7346,鏻
leon6 ,0234,論
leon6 ,3327,紊
leon6 ,4509,吝
leon6 ,4565,藺
leon6 ,4569,躪
leot6 ,0374,律
leot6 ,0397,率
leot6 ,3345,栗
leot6 ,4333,溧
leot6 ,5053,慄
leot6 ,6184,篥
leot6 ,6245,遹
leot6 ,6476,葎
lik1  ,2472,瀝
lik1  ,3568,礫
lik1  ,4343,轢
lik1  ,4385,靂
lik1  ,4557,櫟
lik1  ,5918,櫪
lik1  ,6169,瓅
lik1  ,6240,躒
lik6  ,0073,力
lik6  ,0436,歷
lik6  ,2347,曆
lik6  ,2488,嚦
lik6  ,4099,酈
lik6  ,6910,藶
lim4  ,2176,廉
lim4  ,3086,帘
lim4  ,3149,簾
lim4  ,3798,鎌
lim4  ,3799,鐮
lim4  ,3985,濂
lim4  ,6323,奩
lim5  ,0872,臉
lim5  ,6938,襜
lim5  ,7330,歛
lim6  ,3220,斂
lim6  ,5441,殮
lim6  ,5766,瀲
lim6  ,6495,襝
lin2  ,1433,鏈
lin4  ,0395,連
lin4  ,2043,蓮
lin4  ,2484,憐
lin4  ,2904,鰱
lin4  ,4360,漣
lin4  ,5233,槤
lin4  ,6493,褳
lin5  ,3903,攆
lin5  ,5516,輦
lin6  ,0597,練
lin6  ,1236,煉
lin6  ,3538,鍊
lin6  ,5435,楝
ling1 ,4553,拎
ling2 ,2834,擰
ling4 ,0986,零
ling4 ,1002,靈
ling4 ,1525,齡
ling4 ,1641,陵
ling4 ,1821,棱
ling4 ,1935,鈴
ling4 ,2246,凌
ling4 ,2292,玲
ling4 ,2374,菱
ling4 ,3159,楞
ling4 ,3266,檸
ling4 ,3281,苓
ling4 ,3390,稜
ling4 ,3645,綾
ling4 ,3676,淩
ling4 ,3927,伶
ling4 ,4187,翎
ling4 ,4279,聆
ling4 ,4301,泠
ling4 ,4865,羚
ling4 ,5164,笭
ling4 ,5315,柃
ling4 ,5354,舲
ling4 ,5555,囹
ling4 ,5596,欞
ling4 ,5659,蛉
ling4 ,5836,酃
ling4 ,6099,崚
ling4 ,6251,醽
ling4 ,6304,呤
ling4 ,6782,瓴
ling4 ,7048,鴒
ling4 ,7326,Ｏ
ling4 ,7327,昤
ling4 ,7328,０
ling5 ,0271,領
ling6 ,0555,另
ling6 ,0673,令
ling6 ,3030,愣
lip6  ,2507,獵
lip6  ,4694,鬣
lip6  ,6013,躐
lit6  ,0412,列
lit6  ,0745,烈
lit6  ,0935,裂
lit6  ,4392,冽
lit6  ,5825,趔
lit6  ,6140,洌
liu1  ,4055,撂
liu2  ,0190,料
liu2  ,4595,潦
liu4  ,1561,療
liu4  ,1706,僚
liu4  ,1733,遼
liu4  ,2749,寥
liu4  ,2775,聊
liu4  ,3601,撩
liu4  ,3792,繚
liu4  ,3910,燎
liu4  ,3997,嘹
liu4  ,4026,鐐
liu4  ,5047,寮
liu4  ,6161,獠
liu4  ,6577,鷯
liu4  ,6807,瞭
liu5  ,0006,了
liu5  ,5010,蓼
liu5  ,6528,釕
liu6  ,3354,廖
liu6  ,6634,尥
lo1   ,5715,囉
lo1   ,6691,旯
lo1   ,7320,囖
lo2   ,2537,裸
lo2   ,5897,摞
lo2   ,5952,瘰
lo2   ,6928,蠃
lo2   ,7321,攞
lo4   ,0716,羅
lo4   ,1491,螺
lo4   ,2068,邏
lo4   ,3050,鑼
lo4   ,3092,騾
lo4   ,3326,籮
lo4   ,5243,玀
lo4   ,6868,腡
lo4   ,7319,儸
lo4   ,7322,蘿
loek6 ,0598,略
loek6 ,2134,掠
loeng4,0685,良
loeng4,0811,糧
loeng4,1243,梁
loeng4,1723,涼
loeng4,1964,樑
loeng4,2558,粱
loeng4,3795,踉
loeng4,5653,莨
loeng4,6712,椋
loeng4,6971,輬
loeng5,0090,兩
loeng5,1988,倆
loeng5,5371,裲
loeng5,6280,魎
loeng6,0089,量
loeng6,0919,亮
loeng6,1542,輛
loeng6,2659,諒
loeng6,3125,悢
loi4  ,0023,來
loi4  ,2054,萊
loi4  ,4520,淶
loi4  ,5135,徠
loi4  ,5214,崍
loi4  ,5841,錸
loi4  ,6711,棶
loi6  ,5823,賚
loi6  ,5955,睞
lok3  ,1857,絡
lok3  ,2849,駱
lok3  ,3081,烙
lok3  ,3816,酪
lok3  ,5155,犖
lok3  ,5691,雒
lok3  ,5773,珞
lok6  ,0536,落
lok6  ,0636,樂
lok6  ,1609,洛
long1 ,4966,啷
long2 ,7336,𠺘
long4 ,1916,郎
long4 ,2216,狼
long4 ,2492,廊
long4 ,3278,瑯
long4 ,4174,榔
long4 ,5012,螂
long4 ,6031,鋃
long4 ,6179,硠
long4 ,6710,桹
long4 ,6993,鎯
long4 ,7333,琅
long4 ,7334,稂
long5 ,1230,朗
long5 ,5522,閬
long5 ,7331,塱
long5 ,7332,烺
long6 ,1314,浪
long6 ,3113,晾
long6 ,7335,蒗
lou1  ,2012,撈
lou1  ,3803,嚕
lou2  ,3995,佬
lou4  ,0421,勞
lou4  ,0983,爐
lou4  ,1683,牢
lou4  ,1982,盧
lou4  ,2255,蘆
lou4  ,2828,廬
lou4  ,3877,顱
lou4  ,3901,嘮
lou4  ,4177,瀘
lou4  ,4226,醪
lou4  ,4469,轤
lou4  ,4754,鸕
lou4  ,4783,癆
lou4  ,5026,鱸
lou4  ,5211,壚
lou4  ,5483,臚
lou4  ,5844,鐒
lou4  ,5919,櫨
lou4  ,6458,纑
lou4  ,6876,艫
lou4  ,7337,蟧
lou4  ,7338,鑪
lou5  ,0209,老
lou5  ,0846,魯
lou5  ,2535,鹵
lou5  ,2811,虜
lou5  ,4036,擄
lou5  ,4083,姥
lou5  ,4300,櫓
lou5  ,5744,擼
lou5  ,6257,銠
lou5  ,6708,栳
lou5  ,6727,氌
lou5  ,7339,滷
lou6  ,0215,路
lou6  ,0914,露
lou6  ,2802,澇
lou6  ,3582,賂
lou6  ,4779,潞
lou6  ,5027,鷺
lou6  ,5458,璐
lou6  ,6096,嫪
lou6  ,6515,輅
luk1  ,3061,碌
luk1  ,3128,麓
luk1  ,3632,轆
luk1  ,6830,簏
luk6  ,0294,六
luk6  ,0924,綠
luk6  ,0954,陸
luk6  ,1015,錄
luk6  ,1068,氯
luk6  ,2079,祿
luk6  ,2653,鹿
luk6  ,3479,戮
luk6  ,3964,漉
luk6  ,5778,甪
luk6  ,5928,淥
luk6  ,5942,琭
luk6  ,5986,菉
luk6  ,6243,逯
luk6  ,6448,籙
luk6  ,6561,騄
luk6  ,6983,醁
luk6  ,7342,穋
lung1 ,3570,窿
lung4 ,0819,龍
lung4 ,1492,隆
lung4 ,1842,籠
lung4 ,3217,聾
lung4 ,3438,嚨
lung4 ,3440,朧
lung4 ,3934,曨
lung4 ,4603,瓏
lung4 ,5338,礱
lung4 ,5364,蘢
lung4 ,5782,矓
lung4 ,5953,癃
lung4 ,6405,瀧
lung5 ,1882,壟
lung5 ,2536,攏
lung5 ,3818,隴
lung5 ,6587,儱
lx1   ,7348,Ｌ
lyun1 ,4242,攣
lyun2 ,2098,戀
lyun4 ,0292,聯
lyun4 ,3400,灤
lyun4 ,3931,巒
lyun4 ,4749,鑾
lyun4 ,4755,鸞
lyun4 ,5044,孿
lyun4 ,5753,欒
lyun4 ,6609,圞
lyun5 ,7340,孌
lyun5 ,7341,臠
lyun6 ,0838,亂
lyut3 ,1971,劣
lyut3 ,4113,捋
