jyut  ,rank,ch
zak1  ,7256,鰂
zam1  ,0798,針
zam1  ,3361,砧
zam1  ,3522,斟
zam1  ,4859,祲
zam1  ,5075,箴
zam1  ,6777,瑊
zam2  ,0561,怎
zam2  ,2744,枕
zam3  ,1669,浸
zam6  ,2962,朕
zam6  ,6045,鴆
zan1  ,0321,真
zan1  ,1486,珍
zan1  ,6442,禛
zan1  ,6464,胗
zan2  ,4998,稹
zan2  ,5079,縝
zan2  ,5376,軫
zan2  ,6170,畛
zan2  ,7038,鬒
zan3  ,0918,振
zan3  ,0992,鎮
zan3  ,1375,震
zan3  ,4642,圳
zan3  ,7257,賑
zan6  ,1097,陣
zang1 ,0281,增
zang1 ,0282,爭
zang1 ,2256,掙
zang1 ,2786,僧
zang1 ,3043,憎
zang1 ,6178,矰
zang1 ,6456,繒
zang1 ,6854,罾
zang6 ,2438,贈
zang6 ,4723,甑
zap1  ,0865,執
zap1  ,1917,汁
zap1  ,6844,縶
zat1  ,0153,質
zat1  ,4685,鑕
zat1  ,7029,騭
zat6  ,1808,疾
zat6  ,2957,蛭
zat6  ,2969,侄
zat6  ,3100,窒
zat6  ,3598,嫉
zat6  ,4173,桎
zat6  ,4425,蒺
zat6  ,4825,厔
zat6  ,4944,郅
zat6  ,5262,蟄
zat6  ,5682,銍
zat6  ,7258,姪
zau1  ,0439,周
zau1  ,0684,州
zau1  ,0753,洲
zau1  ,1449,舟
zau1  ,1794,週
zau1  ,2903,鄒
zau1  ,3031,揪
zau1  ,4259,啁
zau1  ,4270,湫
zau1  ,4512,啾
zau1  ,4857,盩
zau1  ,4879,謅
zau1  ,5893,掫
zau1  ,6241,輈
zau1  ,6522,鄹
zau1  ,6949,諏
zau1  ,6952,譸
zau1  ,7050,鵃
zau2  ,0329,走
zau2  ,0787,酒
zau3  ,0987,奏
zau3  ,2051,皺
zau3  ,2552,晝
zau3  ,2884,咒
zau3  ,3746,縐
zau3  ,4299,揍
zau3  ,7100,甃
zau6  ,0030,就
zau6  ,1412,袖
zau6  ,2206,宙
zau6  ,4125,紂
zau6  ,4389,鷲
zau6  ,4434,冑
zau6  ,4759,僦
zau6  ,5727,岫
ze1   ,2303,遮
ze1   ,4394,嗟
ze1   ,7260,啫
ze2   ,0175,者
ze2   ,1374,姐
ze2   ,4024,鍺
ze2   ,4098,赭
ze3   ,1067,借
ze3   ,2423,蔗
ze3   ,5230,柘
ze3   ,6048,鷓
ze5   ,0010,這
ze6   ,1141,謝
ze6   ,4589,榭
zek1  ,2874,唧
zek3  ,2514,脊
zek3  ,3909,炙
zek3  ,5671,跖
zek3  ,5895,摭
zek3  ,7264,隻
zek6  ,7263,蓆
zeng2 ,0883,井
zeng2 ,6385,汫
zeng2 ,7141,丼
zeng6 ,1532,鄭
zeng6 ,7265,凈
zeoi1 ,1101,追
zeoi1 ,1849,錐
zeoi1 ,4141,椎
zeoi1 ,4927,疽
zeoi1 ,5017,趄
zeoi1 ,5488,菹
zeoi1 ,5613,狙
zeoi1 ,6469,苴
zeoi1 ,6562,騅
zeoi1 ,7280,隹
zeoi2 ,1194,嘴
zeoi2 ,3449,觜
zeoi2 ,3755,咀
zeoi2 ,4591,沮
zeoi2 ,5862,齟
zeoi3 ,0176,最
zeoi3 ,2152,醉
zeoi3 ,3225,綴
zeoi3 ,3992,贅
zeoi3 ,6133,檇
zeoi3 ,6695,晬
zeoi3 ,7279,蕞
zeoi6 ,0517,罪
zeoi6 ,0736,聚
zeoi6 ,0791,序
zeoi6 ,1854,敘
zeoi6 ,3131,墜
zeoi6 ,5971,縋
zeon1 ,1272,津
zeon1 ,1489,遵
zeon1 ,3608,臻
zeon1 ,4715,榛
zeon1 ,5989,蓁
zeon1 ,6396,溱
zeon1 ,6862,肫
zeon1 ,7284,樽
zeon2 ,0488,準
zeon2 ,1506,准
zeon2 ,4942,贐
zeon2 ,5258,藎
zeon2 ,6317,埻
zeon2 ,7007,隼
zeon3 ,0067,進
zeon3 ,1879,晉
zeon3 ,2376,俊
zeon3 ,2501,峻
zeon3 ,3016,駿
zeon3 ,3402,竣
zeon3 ,3459,浚
zeon3 ,5251,縉
zeon3 ,5696,餕
zeon3 ,5945,璡
zeon6 ,0666,盡
zeon6 ,4522,燼
zeon6 ,5240,濜
zeon6 ,7283,儘
zeot1 ,2924,卒
zeot1 ,5050,怵
zeot1 ,6640,崒
zi1   ,0066,之
zi1   ,0212,資
zi1   ,0222,知
zi1   ,0417,支
zi1   ,1120,脂
zi1   ,1388,枝
zi1   ,1938,姿
zi1   ,1984,咨
zi1   ,2123,滋
zi1   ,2229,芝
zi1   ,2396,茲
zi1   ,2603,肢
zi1   ,3006,吱
zi1   ,3158,孜
zi1   ,3478,恣
zi1   ,3730,輜
zi1   ,4143,淄
zi1   ,4315,貲
zi1   ,4375,蜘
zi1   ,4417,祗
zi1   ,4451,梔
zi1   ,4753,鯔
zi1   ,5285,髭
zi1   ,5346,緇
zi1   ,5393,齜
zi1   ,5562,孳
zi1   ,5589,榰
zi1   ,5948,甾
zi1   ,6033,鎡
zi1   ,6052,鼒
zi1   ,6209,菑
zi1   ,6260,錙
zi1   ,6306,呲
zi1   ,6337,嵫
zi1   ,6595,卮
zi1   ,7261,諮
zi2   ,0047,子
zi2   ,0163,只
zi2   ,0237,指
zi2   ,0562,止
zi2   ,0792,紙
zi2   ,1553,紫
zi2   ,1890,酯
zi2   ,1934,旨
zi2   ,2226,址
zi2   ,2325,籽
zi2   ,3079,姊
zi2   ,3099,祇
zi2   ,3512,趾
zi2   ,3609,訾
zi2   ,3687,軹
zi2   ,3962,梓
zi2   ,4476,咫
zi2   ,4529,祉
zi2   ,4615,芷
zi2   ,4665,滓
zi2   ,4997,秭
zi2   ,5063,沚
zi2   ,5253,耔
zi2   ,6610,坁
zi2   ,7067,黹
zi3   ,0301,志
zi3   ,0327,至
zi3   ,0465,置
zi3   ,0637,致
zi3   ,1457,智
zi3   ,1636,誌
zi3   ,1878,緻
zi3   ,2920,漬
zi3   ,3233,摯
zi3   ,3836,贄
zi3   ,5158,痣
zi3   ,6049,鷙
zi3   ,6514,躓
zi3   ,6784,疐
zi3   ,6946,觶
zi3   ,7268,輊
zi5   ,3859,雉
zi6   ,0079,自
zi6   ,0265,治
zi6   ,0547,字
zi6   ,1051,飼
zi6   ,1864,寺
zi6   ,2771,嗣
zi6   ,2946,稚
zi6   ,3273,伺
zi6   ,3353,庤
zi6   ,3527,祀
zi6   ,4297,巳
zi6   ,4863,笥
zi6   ,5330,痔
zi6   ,5731,彘
zi6   ,5868,兕
zi6   ,6141,涘
zi6   ,6433,眥
zi6   ,6860,耜
zik1  ,0263,即
zik1  ,0330,積
zik1  ,0379,織
zik1  ,0623,職
zik1  ,1215,跡
zik1  ,1334,績
zik1  ,2115,蹟
zik1  ,3339,鯽
zik1  ,3913,稷
zik1  ,5022,陟
zik1  ,5708,勣
zik1  ,6964,踖
zik3  ,3628,瘠
zik3  ,3923,蹠
zik3  ,6012,蹐
zik3  ,6574,鶺
zik6  ,0183,直
zik6  ,0437,值
zik6  ,0520,席
zik6  ,0781,植
zik6  ,0979,殖
zik6  ,1619,籍
zik6  ,2097,夕
zik6  ,2240,寂
zik6  ,2620,藉
zik6  ,3789,矽
zik6  ,4407,汐
zik6  ,5633,稙
zik6  ,5716,埴
zim1  ,1337,尖
zim1  ,2409,沾
zim1  ,3223,瞻
zim1  ,3418,詹
zim1  ,6230,譫
zim1  ,6870,臢
zim1  ,6944,覘
zim1  ,7269,霑
zim2  ,7019,颭
zim3  ,0634,佔
zim3  ,2709,占
zim6  ,0821,漸
zin1  ,2868,濺
zin1  ,2869,煎
zin1  ,3045,氈
zin1  ,3276,戔
zin1  ,3280,箋
zin1  ,5929,湔
zin1  ,6120,旃
zin1  ,6273,韉
zin1  ,6357,揃
zin1  ,7270,羶
zin2  ,0187,展
zin2  ,1764,剪
zin2  ,3397,戩
zin2  ,3631,輾
zin2  ,4422,翦
zin2  ,6117,搌
zin2  ,6231,譾
zin3  ,0248,戰
zin3  ,2038,箭
zin3  ,2264,顫
zin3  ,2908,荐
zin3  ,2956,薦
zin3  ,3407,餞
zin3  ,6757,牮
zin6  ,2660,賤
zing1 ,0435,精
zing1 ,0942,晶
zing1 ,0977,蒸
zing1 ,1150,徵
zing1 ,1223,睛
zing1 ,1497,征
zing1 ,1625,偵
zing1 ,2452,貞
zing1 ,3112,怔
zing1 ,3162,禎
zing1 ,3808,楨
zing1 ,3850,箐
zing1 ,4071,鉦
zing1 ,5241,烝
zing1 ,6393,湞
zing1 ,7052,鶄
zing2 ,0353,整
zing3 ,0118,政
zing3 ,0140,正
zing3 ,0298,證
zing3 ,1838,症
zing3 ,3492,幀
zing3 ,7267,証
zing4 ,5848,陘
zing6 ,0894,靜
zing6 ,1222,淨
zing6 ,1397,剩
zing6 ,2987,靖
zing6 ,4698,凊
zing6 ,4767,婧
zing6 ,4810,阱
zip3  ,0221,接
zip3  ,3651,輒
zip3  ,4405,楫
zip3  ,5198,倢
zip3  ,5554,囁
zip3  ,5741,摺
zip3  ,6010,讋
zit1  ,4330,櫛
zit3  ,0349,節
zit3  ,1050,折
zit3  ,1330,哲
zit3  ,1643,浙
zit3  ,2879,蜇
zit3  ,4906,婕
zit3  ,5624,疌
zit3  ,6174,癤
zit6  ,1214,截
zit6  ,2204,捷
zit6  ,4063,睫
ziu1  ,1174,招
ziu1  ,1415,焦
ziu1  ,2241,椒
ziu1  ,2273,礁
ziu1  ,2941,蕉
ziu1  ,4823,僬
ziu1  ,5194,鷦
ziu2  ,2994,剿
ziu2  ,3046,沼
ziu3  ,0487,照
ziu3  ,2451,詔
ziu3  ,5465,皭
ziu3  ,6124,曌
ziu3  ,6526,醮
ziu3  ,6748,炤
ziu6  ,0966,趙
ziu6  ,1006,召
zo2   ,0580,左
zo2   ,0775,阻
zo2   ,5123,俎
zo2   ,7276,咗
zo3   ,2187,佐
zo3   ,3581,詛
zo6   ,0641,助
zo6   ,0931,座
zo6   ,4234,唑
zoek3 ,2700,雀
zoek3 ,2809,爵
zoek3 ,2959,酌
zoek3 ,3029,嚼
zoek3 ,5899,斮
zoek3 ,6094,妁
zoek3 ,6361,斫
zoek6 ,6756,爝
zoeng1,0345,張
zoeng1,0581,章
zoeng1,1399,漿
zoeng1,2810,璋
zoeng1,2906,彰
zoeng1,3414,樟
zoeng1,4521,漳
zoeng1,5102,鄣
zoeng1,6000,蟑
zoeng1,6160,獐
zoeng2,0823,掌
zoeng2,1425,獎
zoeng2,1751,蔣
zoeng2,3277,槳
zoeng2,5536,仉
zoeng3,0224,將
zoeng3,1298,障
zoeng3,1811,脹
zoeng3,1897,漲
zoeng3,1931,帳
zoeng3,2045,醬
zoeng3,2160,賬
zoeng3,4724,瘴
zoeng3,4769,幛
zoeng3,5303,嶂
zoeng6,0191,象
zoeng6,1277,像
zoeng6,1595,橡
zoeng6,1748,丈
zoeng6,1903,仗
zoeng6,2406,匠
zoeng6,3180,杖
zoeng6,5367,蟓
zoi1  ,1448,災
zoi1  ,1724,栽
zoi1  ,3248,哉
zoi2  ,2498,宰
zoi2  ,3424,崽
zoi3  ,0304,再
zoi3  ,0695,載
zoi6  ,0004,在
zok3  ,0028,作
zok6  ,1835,昨
zok6  ,2211,鑿
zok6  ,4991,濯
zok6  ,5448,浞
zok6  ,6348,怍
zong1 ,0380,裝
zong1 ,1231,莊
zong1 ,1824,髒
zong1 ,2762,樁
zong1 ,2824,贓
zong1 ,3139,臧
zong1 ,3306,妝
zong1 ,4644,奘
zong1 ,6415,牂
zong1 ,6450,粧
zong1 ,7274,庄
zong3 ,1355,壯
zong3 ,2162,葬
zong6 ,0472,狀
zong6 ,1791,撞
zong6 ,7275,臟
zou1  ,1178,遭
zou1  ,1585,租
zou1  ,2354,糟
zou1  ,7273,蹧
zou2  ,0225,組
zou2  ,0582,早
zou2  ,0890,祖
zou2  ,2447,藻
zou2  ,2798,棗
zou2  ,3426,澡
zou2  ,4536,蚤
zou2  ,5622,璪
zou3  ,2462,灶
zou6  ,0246,做
zou6  ,0267,造
zou6  ,2573,皂
zou6  ,3579,祚
zou6  ,6185,簉
zou6  ,7003,阼
zuk1  ,0595,足
zuk1  ,0928,觸
zuk1  ,1060,築
zuk1  ,1391,竹
zuk1  ,1642,祝
zuk1  ,1908,捉
zuk1  ,2564,囑
zuk1  ,2648,蠋
zuk1  ,3004,粥
zuk1  ,3193,竺
zuk1  ,4308,矚
zuk1  ,5910,柷
zuk1  ,6791,瘃
zuk1  ,7281,燭
zuk1  ,7282,筑
zuk6  ,0442,族
zuk6  ,0584,續
zuk6  ,0686,軸
zuk6  ,0729,逐
zuk6  ,1784,俗
zuk6  ,2269,濁
zuk6  ,3268,躅
zuk6  ,4046,鐲
zuk6  ,6264,鏃
zuk6  ,6873,舳
zuk6  ,6909,藚
zung1 ,0011,中
zung1 ,0735,終
zung1 ,0897,鐘
zung1 ,0980,宗
zung1 ,1172,綜
zung1 ,1504,忠
zung1 ,2413,蹤
zung1 ,2560,衷
zung1 ,2586,鍾
zung1 ,2662,棕
zung1 ,3969,盅
zung1 ,4133,鬃
zung1 ,5006,舂
zung1 ,6488,螽
zung1 ,6872,舯
zung2 ,0050,種
zung2 ,0198,總
zung2 ,2389,腫
zung2 ,3915,粽
zung2 ,5578,摠
zung2 ,6063,傯
zung2 ,6409,熜
zung2 ,7278,糉
zung3 ,0386,眾
zung3 ,1260,縱
zung3 ,6795,瘲
zung6 ,1452,訟
zung6 ,1480,仲
zung6 ,2112,頌
zung6 ,2764,誦
zx1   ,7527,Ｚ
zyu1  ,1113,豬
zyu1  ,1129,朱
zyu1  ,1316,株
zyu1  ,1385,珠
zyu1  ,1441,諸
zyu1  ,3267,誅
zyu1  ,3815,蛛
zyu1  ,4621,銖
zyu1  ,4697,侏
zyu1  ,5062,櫧
zyu1  ,5765,瀦
zyu1  ,5802,茱
zyu1  ,6718,櫫
zyu1  ,6976,邾
zyu1  ,7277,硃
zyu2  ,0037,主
zyu2  ,1837,煮
zyu2  ,4324,麈
zyu2  ,4594,渚
zyu3  ,0549,注
zyu3  ,0828,著
zyu3  ,1207,駐
zyu3  ,1325,鑄
zyu3  ,4149,蛀
zyu3  ,4465,註
zyu3  ,5000,箸
zyu3  ,5934,炷
zyu3  ,6172,疰
zyu3  ,6858,翥
zyu3  ,7262,着
zyu6  ,0483,住
zyun1 ,0471,專
zyun1 ,1366,尊
zyun1 ,1584,磚
zyun1 ,5524,顓
zyun2 ,0305,轉
zyun2 ,3971,纂
zyun2 ,4659,撙
zyun2 ,4864,纘
zyun2 ,5713,囀
zyun3 ,1295,鑽
zyut1 ,4436,剟
zyut3 ,3918,茁
zyut3 ,4088,掇
zyut3 ,4611,絀
zyut3 ,4742,輟
zyut3 ,5034,啜
zyut3 ,5434,梲
zyut3 ,6535,錣
zyut6 ,0706,絕
zyut6 ,3638,拙
zyut6 ,4135,黜
